,head,variable,value
1602,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,concept_vocab_index,vi1372
1603,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi1001
1604,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi134
1605,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi1079
1606,Course2_W3-S1-L4_Naive_Bayes-_Learning_5-22,concept_vocab_index,vi770
1607,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,level,level_2
1608,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,concept_vocab_index,vi693
1609,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi1206
1610,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi988
1611,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi1072
1612,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,concept_vocab_index,vi864
1613,Course1_W6-S1-L4_Learning_Phrases_from_Alignments_Part_3_8-47,concept_vocab_index,vi43
1614,Course3_W9-S1-L1_-_Summarization_-_16_slides_11-50,concept_vocab_index,vi1206
1615,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,level,level_2
1616,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,concept_vocab_index,vi134
1617,Course3_W10-S1-L3_-_Evaluation_of_IR_-_14_slides_11-15,l_text_topics,topic_5
1618,Course3_W10-S1-L3_-_Evaluation_of_IR_-_14_slides_11-15,concept_vocab_index,vi1206
1619,Course2_W2-S1-L6_Interpolation_10-25,concept_vocab_index,vi468
1620,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi1292
1621,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,concept_vocab_index,vi386
1622,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi559
1623,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi43
1624,Course1_W9-S2-L1_Introduction_0-30,concept_vocab_index,vi43
1625,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,prerequisite,Course1_W7-S1-L6_Definition_of_Log-linear_Models_Part_2_3-45
1626,Course2_W3-S2_L5_Other_Sentiment_Tasks_11-01,concept_vocab_index,vi1020
1627,Course2_W3-S1-L1_What_is_Text_Classification_8-12,concept_vocab_index,vi1235
1628,Course1_W10-S2-L7_Summary_2-50,concept_vocab_index,vi1015
1629,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,concept_vocab_index,vi1400
1630,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi43
1631,Course2_W8-S3-L1_Introduction_to_Summarization,concept_vocab_index,vi1206
1632,Course3_W12-S1-L6_-__Machine_Translation_Noisy_Channel_Methods_-_22_slides_11-53,concept_vocab_index,vi1277
1633,Course3_W11-S1-L7_-_Inference_-_9_slides_06-45,concept_vocab_index,vi877
1634,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi1067
1635,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,concept_vocab_index,vi677
1636,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,l_text_topics,topic_14
1637,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi73
1638,Course2_W8-S3-L4_Summarizing_Multiple_Documents,l_text_topics,topic_5
1639,Course1_W8-S1-L7_An_Example_Application_9-28,concept_vocab_index,vi831
1640,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi943
1641,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,concept_vocab_index,vi47
1642,Course1_W7-S1-L8_Parameter_Estimation_in_Log-linear_Models_Part_2_4-13,prerequisite,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44
1643,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,l_text_topics,topic_10
1644,Course3_W3-S1-L2_-_Thesaurus-based_Word_Similarity_Methods_-_11_slides_07-52,concept_vocab_index,vi708
1645,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi1420
1646,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,l_text_topics,topic_8
1647,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,concept_vocab_index,vi88
1648,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,level,level_2
1649,Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31,concept_vocab_index,vi978
1650,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,l_text_topics,topic_2
1651,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,concept_vocab_index,vi442
1652,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi468
1653,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,l_text_topics,topic_12
1654,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi47
1655,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi773
1656,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,prerequisite,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38
1657,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,concept_vocab_index,vi909
1658,Course2_W8-S2-L1_What_is_Question_Answering_7-28,concept_vocab_index,vi47
1659,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,concept_vocab_index,vi55
1660,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi442
1661,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,level,level_2
1662,Course2_W2-S2-L3_Real-Word_Spelling_Correction_9-19,l_text_topics,topic_4
1663,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi1206
1664,Course3_W9-S1-L4_-_Summarization_Techniques_3-3_-_17_slides_10-23,concept_vocab_index,vi1372
1665,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,prerequisite,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50
1666,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,concept_vocab_index,vi1443
1667,Course2_W7-S2-L8_Evaluating_Search_Engines_9-02,concept_vocab_index,vi1200
1668,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi1074
1669,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,l_text_topics,topic_12
1670,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,level,level_2
1671,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi545
1672,Course2_W3-S2_L5_Other_Sentiment_Tasks_11-01,concept_vocab_index,vi351
1673,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,level,level_2
1674,Course2_W1-S3-L5_Minimum_Edit_Distance_in_Computational_Biology_9-29,l_text_topics,topic_6
1675,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi387
1676,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,prerequisite,Course1_W7-S1-L3_Features_in_Log-Linear_Models_Part_1_13-56
1677,Course1_W3-S1-L1_Introduction_0-28,l_text_topics,topic_12
1678,Course1_W2-S1-L6_The_Viterbi_Algorithm_for_HMMs_Part_2_3-31,concept_vocab_index,vi1403
1679,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,concept_vocab_index,vi233
1680,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi1314
1681,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,concept_vocab_index,vi848
1682,Course2_W2-S1-L4_Generalization_and_Zeros_5-15,level,level_3
1683,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,concept_vocab_index,vi873
1684,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi43
1685,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,l_text_topics,topic_14
1686,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,concept_vocab_index,vi1074
1687,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,concept_vocab_index,vi423
1688,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi1252
1689,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,concept_vocab_index,vi988
1690,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi1481
1691,Course2_W3-S1-L1_What_is_Text_Classification_8-12,concept_vocab_index,vi513
1692,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi1074
1693,Course1_W7-S1-L6_Definition_of_Log-linear_Models_Part_2_3-45,prerequisite,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50
1694,Course1_W7-S1-L1_Introduction_0-47,prerequisite,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29
1695,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,l_text_topics,topic_8
1696,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi445
1697,Course1_W5-S2-L4_IBM_Model_2_11-27,l_text_topics,topic_6
1698,Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,concept_vocab_index,vi500
1699,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi55
1700,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,concept_vocab_index,vi1284
1701,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,concept_vocab_index,vi1106
1702,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi470
1703,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi338
1704,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,concept_vocab_index,vi436
1705,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi988
1706,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,concept_vocab_index,vi1206
1707,Course2_W3-S2_L3_Sentiment_Lexicons_8-37,concept_vocab_index,vi1235
1708,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,concept_vocab_index,vi1434
1709,Course2_W3-S2_L5_Other_Sentiment_Tasks_11-01,concept_vocab_index,vi1032
1710,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi29
1711,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,concept_vocab_index,vi905
1712,Course1_W8-S1-L7_An_Example_Application_9-28,concept_vocab_index,vi434
1713,Course2_W3-S2_L2_Sentiment_Analysis-_A_baseline_algorithm_13-27,concept_vocab_index,vi1443
1714,Course2_W3-S2_L3_Sentiment_Lexicons_8-37,concept_vocab_index,vi768
1715,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi1206
1716,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi546
1717,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi1206
1718,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi1284
1719,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,concept_vocab_index,vi817
1720,Course2_W6-S2-L1_Lexicalization_of_PCFGs_7-03,concept_vocab_index,vi257
1721,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,concept_vocab_index,vi1413
1722,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,l_text_topics,topic_14
1723,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,concept_vocab_index,vi47
1724,Course2_W7-S2-L8_Evaluating_Search_Engines_9-02,level,level_3
1725,Course2_W5-S3-L1_Syntactic_Structure-_Constituency_vs_Dependency_8-46,concept_vocab_index,vi266
1726,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14,concept_vocab_index,vi403
1727,Course2_W8-S2-L1_What_is_Question_Answering_7-28,concept_vocab_index,vi1108
1728,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,concept_vocab_index,vi1197
1729,Course2_W3-S2_L5_Other_Sentiment_Tasks_11-01,concept_vocab_index,vi1345
1730,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,concept_vocab_index,vi982
1731,Course2_W2-S1-L4_Generalization_and_Zeros_5-15,concept_vocab_index,vi171
1732,Course3_W8-S1-L1_-_Question_Answering_-_21_slides_21-39,concept_vocab_index,vi134
1733,Course2_W3-S2_L3_Sentiment_Lexicons_8-37,level,level_3
1734,Course2_W7-S2-L2_Scoring_with_the_Jaccard_Coefficient_5-06,l_text_topics,topic_2
1735,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,prerequisite,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17
1736,Course3_W12-S1-L3_-_Dialogue_Systems_-_18_slides_09-22,concept_vocab_index,vi664
1737,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi456
1738,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi1292
1739,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi873
1740,Course2_W7-S2-L8_Evaluating_Search_Engines_9-02,concept_vocab_index,vi490
1741,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi279
1742,Course3_W5-S1-L4_-_Prepositional_phrase_attachment_3-3_-_18_slides_12-53,concept_vocab_index,vi47
1743,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,concept_vocab_index,vi1292
1744,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi938
1745,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,concept_vocab_index,vi98
1746,Course2_W7-S2-L2_Scoring_with_the_Jaccard_Coefficient_5-06,concept_vocab_index,vi456
1747,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi127
1748,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi69
1749,Course3_W1-S1-L1_-_Introduction_-_11_slides_08-39,concept_vocab_index,vi538
1750,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,concept_vocab_index,vi134
1751,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,concept_vocab_index,vi134
1752,Course3_W8-S1-L3_-_System_Architecture_-_9_slides_08-03,concept_vocab_index,vi134
1753,Course2_W4-S2-L1_Introduction_to_Information_Extraction_9-18,concept_vocab_index,vi917
1754,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi1422
1755,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi1345
1756,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi1206
1757,Course3_W10-S1-L3_-_Evaluation_of_IR_-_14_slides_11-15,concept_vocab_index,vi43
1758,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi1206
1759,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi43
1760,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi484
1761,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi982
1762,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,l_text_topics,topic_5
1763,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,concept_vocab_index,vi511
1764,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,concept_vocab_index,vi226
1765,Course3_W10-S1-L6_-_Information_Retrieval_Toolkits_-_8_slides_02-38,concept_vocab_index,vi163
1766,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi239
1767,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,l_text_topics,topic_4
1768,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi573
1769,Course2_W6-S1-L4_CKY_Example_21-52,l_text_topics,topic_11
1770,Course2_W3-S1-L7_Precision_Recall_and_the_F_measure_16-16,l_text_topics,topic_0
1771,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi351
1772,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi483
1773,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,concept_vocab_index,vi743
1774,Course3_W6-S1-L1_-_Probabilities_-_17_slides_21-11,concept_vocab_index,vi468
1775,Course2_W8-S3-L2_Generating_Snippets,concept_vocab_index,vi1111
1776,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,concept_vocab_index,vi980
1777,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi800
1778,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,l_text_topics,topic_5
1779,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi631
1780,Course1_W5-S2-L9_Summary_1-48,concept_vocab_index,vi470
1781,Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,concept_vocab_index,vi468
1782,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,l_text_topics,topic_11
1783,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,concept_vocab_index,vi279
1784,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,concept_vocab_index,vi1111
1785,Course1_W10-S2-L7_Summary_2-50,concept_vocab_index,vi442
1786,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi69
1787,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi43
1788,Course1_W5-S2-L1_Introduction_3-24,l_text_topics,topic_12
1789,Course2_W3-S1-L7_Precision_Recall_and_the_F_measure_16-16,concept_vocab_index,vi1184
1790,Course2_W3-S1-L2_Naive_Bayes_3-19,concept_vocab_index,vi1233
1791,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi73
1792,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,concept_vocab_index,vi345
1793,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,level,level_1
1794,Course2_W2-S1-L4_Generalization_and_Zeros_5-15,concept_vocab_index,vi226
1795,Course2_W2-S2-L4_State_of_the_Art_Systems_7-10,concept_vocab_index,vi1277
1796,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,concept_vocab_index,vi281
1797,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi743
1798,Course1_W7-S1-L8_Parameter_Estimation_in_Log-linear_Models_Part_2_4-13,l_text_topics,topic_11
1799,Course1_W9-S2-L7_Summary_3-01,l_text_topics,topic_12
1800,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi806
1801,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi904
1802,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi386
1803,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,concept_vocab_index,vi1267
1804,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi774
1805,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi993
1806,Course3_W6-S1-L4_-_Language_Modeling_1-3_contd_-__5_slides_03-05,concept_vocab_index,vi873
1807,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi143
1808,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,concept_vocab_index,vi62
1809,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,prerequisite,Course3_W5-S1-L4_-_Prepositional_phrase_attachment_3-3_-_18_slides_12-53
1810,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi991
1811,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,concept_vocab_index,vi1483
1812,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi1206
1813,Course3_W8-S1-L3_-_System_Architecture_-_9_slides_08-03,concept_vocab_index,vi122
1814,Course2_W5-S1-L2_Feature_Overlap-Feature_Interaction_12-51,prerequisite,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14
1815,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi1341
1816,Course2_W1-S2-L5_Sentence_Segmentation_5-31,concept_vocab_index,vi1206
1817,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1206
1818,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,l_text_topics,topic_10
1819,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi1338
1820,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,concept_vocab_index,vi774
1821,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,prerequisite,Course1_W5-S1-L3_Challenges_in_MT_8-06
1822,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi1206
1823,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi1206
1824,Course1_W7-S1-L3_Features_in_Log-Linear_Models_Part_1_13-56,concept_vocab_index,vi1434
1825,Course3_W8-S1-L5_-_Question_Answering_Systems_2-2_-_9_slides_10-55,concept_vocab_index,vi449
1826,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,concept_vocab_index,vi909
1827,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi143
1828,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,prerequisite,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35
1829,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi915
1830,Course2_W5-S3-L1_Syntactic_Structure-_Constituency_vs_Dependency_8-46,concept_vocab_index,vi943
1831,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,prerequisite,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13
1832,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi700
1833,Course2_W7-S2-L7_Calculating_TF-IDF_Cosine_Scores_12-47,l_text_topics,topic_9
1834,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi917
1835,Course2_W3-S2_L1_What_is_Sentiment_Analysis_7-17,prerequisite,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56
1836,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi1260
1837,Course1_W3-S1-L1_Introduction_0-28,l_text_topics,topic_10
1838,Course1_W6-S1-L3_Learning_Phrases_from_Alignments_Part_2_7-01,concept_vocab_index,vi1206
1839,Course2_W8-S3-L1_Introduction_to_Summarization,l_text_topics,topic_5
1840,Course1_W8-S2-L1_Introduction_0-47,prerequisite,Course1_W8-S1-L8_Summary_2-45
1841,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,concept_vocab_index,vi1434
1842,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,concept_vocab_index,vi1443
