,head,variable,value,prob
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi511,0.12
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi76,0.05
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi1338,0.05
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi1141,0.04
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi944,0.13
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi616,0.03
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi257,0.02
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi171,0.02
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi1403,0.02
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi74,0.04
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi946,0.02
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi512,0.02
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi770,0.01
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi47,0.01
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi827,0.05
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi1341,0.02
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi984,0.03
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi442,0.03
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi371,0.02
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi826,0.02
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi159,0.05
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi1027,0.03
106,Course1_W8-S2-L6_Summary_1-12,concept_vocab_index,vi984,0.21
106,Course1_W8-S2-L6_Summary_1-12,concept_vocab_index,vi873,0.05
106,Course1_W8-S2-L6_Summary_1-12,concept_vocab_index,vi299,0.12
106,Course1_W8-S2-L6_Summary_1-12,concept_vocab_index,vi1434,0.16
106,Course1_W8-S2-L6_Summary_1-12,concept_vocab_index,vi14,0.17
107,Course1_W9-S1-L1_Introduction_0-36,concept_vocab_index,vi47,0.34
107,Course1_W9-S1-L1_Introduction_0-36,concept_vocab_index,vi330,0.19
107,Course1_W9-S1-L1_Introduction_0-36,concept_vocab_index,vi246,0.17
107,Course1_W9-S1-L1_Introduction_0-36,concept_vocab_index,vi74,0.15
107,Course1_W9-S1-L1_Introduction_0-36,concept_vocab_index,vi351,0.13
108,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi330,0.19
108,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi246,0.23
108,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi47,0.06
108,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi116,0.02
108,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi245,0.21
108,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi43,0.01
108,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi74,0.13
108,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi917,0.08
108,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi945,0.02
108,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi1443,0.02
108,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi55,0.01
108,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi915,0.02
109,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi74,0.05
109,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi330,0.17
109,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi246,0.26
109,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi47,0.05
109,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi387,0.03
109,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi545,0.02
109,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi1074,0.05
109,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi945,0.04
109,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi116,0.09
109,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi873,0.09
109,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi171,0.04
109,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi631,0.1
109,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi245,0.36
109,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi1284,0.04
109,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi69,0.02
109,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi351,0.02
109,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi1206,0.02
110,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi330,0.03
110,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi246,0.12
110,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi873,0.01
110,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi974,0.03
110,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi245,0.31
110,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi116,0.21
110,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi274,0.04
110,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi770,0.08
110,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi47,0.02
110,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi1284,0.04
110,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi345,0.06
110,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi55,0.03
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi245,0.21
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi134,0.03
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi246,0.18
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi1345,0.02
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi330,0.05
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi47,0.09
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi116,0.05
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi74,0.02
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi329,0.05
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi47,0.01
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi246,0.06
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi245,0.21
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi74,0.1
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1422,0.06
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi330,0.16
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi915,0.07
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi434,0.05
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi988,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi43,0.01
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi980,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi14,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi458,0.03
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi55,0.04
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1186,0.03
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi832,0.07
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1341,0.13
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1206,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi386,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi991,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1338,0.16
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi993,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi559,0.06
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi496,0.09
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi14,0.1
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi915,0.03
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1062,0.15
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1124,0.11
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi631,0.17
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi873,0.13
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi330,0.31
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi245,0.06
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi55,0.07
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi421,0.05
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi351,0.21
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi47,0.02
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi150,0.03
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi246,0.07
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi917,0.03
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi74,0.09
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi625,0.03
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi831,0.04
114,Course1_W9-S2-L1_Introduction_0-30,concept_vocab_index,vi43,0.08
114,Course1_W9-S2-L1_Introduction_0-30,concept_vocab_index,vi980,0.1
114,Course1_W9-S2-L1_Introduction_0-30,concept_vocab_index,vi1422,0.12
114,Course1_W9-S2-L1_Introduction_0-30,concept_vocab_index,vi984,0.11
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi351,0.08
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi984,0.02
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1206,0.19
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi982,0.13
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi818,0.03
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi43,0.04
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi470,0.05
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi468,0.04
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi988,0.04
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1422,0.09
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1341,0.19
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi909,0.08
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi974,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi47,0.02
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi832,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1338,0.15
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi219,0.03
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi631,0.04
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi800,0.08
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi131,0.03
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi484,0.04
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi946,0.05
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi345,0.02
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi386,0.03
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi991,0.02
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi993,0.02
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi873,0.05
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi905,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi351,0.05
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi832,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi984,0.04
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1015,0.04
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi47,0.02
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi905,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi512,0.07
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi982,0.02
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1434,0.07
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi55,0.05
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi873,0.04
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi219,0.09
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1127,0.05
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi848,0.02
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi72,0.07
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi944,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi954,0.13
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi768,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi945,0.15
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1443,0.05
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1481,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi468,0.02
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1284,0.02
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi993,0.02
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi299,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi512,0.11
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1434,0.28
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1206,0.11
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi982,0.09
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi134,0.01
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi974,0.05
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi984,0.04
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi257,0.02
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi55,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi351,0.06
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi47,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi345,0.04
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi946,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi262,0.04
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi873,0.09
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi219,0.02
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi150,0.02
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi832,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1326,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi468,0.01
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi768,0.02
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi679,0.12
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi436,0.02
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi693,0.02
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi166,0.05
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1115,0.02
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi984,0.05
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi150,0.07
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi873,0.1
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1206,0.04
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi442,0.02
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1062,0.02
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1124,0.02
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1434,0.04
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi72,0.06
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi345,0.05
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi982,0.04
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1115,0.02
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi55,0.01
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1072,0.04
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi946,0.12
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi938,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi262,0.02
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1178,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi171,0.04
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi909,0.02
119,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi905,0.04
119,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi1015,0.19
119,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi47,0.19
119,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi43,0.02
119,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi980,0.02
119,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi909,0.07
119,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi1434,0.15
119,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi55,0.02
119,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi1284,0.03
119,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi679,0.05
119,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi873,0.05
119,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi134,0.02
119,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi1345,0.04
119,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi371,0.04
119,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi559,0.08
120,Course1_W9-S2-L7_Summary_3-01,concept_vocab_index,vi984,0.22
